carrier_name,ams_carrier_name_lowercase,glovebox_carrier_id,ontraport_carrier_id,Note,Website,MGA / Wholesaler
Tra - Standard Fire Insurance Company,tra - standard fire insurance company,travelers,16,,,
Tra - The Charter Oak Fire Ins. Company,tra - the charter oak fire ins. company,travelers,16,,,
Tra - The Phoenix Insurance Company,tra - the phoenix insurance company,travelers,16,,,
Tra - Travelers Home and Marine Ins Co,tra - travelers home and marine ins co,travelers,16,,,
Traders Insurance,traders insurance,traders,24,,,
Trav Home Marine,trav home marine,travelers,16,,,
Trav Ind Co Am,trav ind co am,travelers,16,,,
Travco Ins Co,travco ins co,travelers,16,,,
Travelers,travelers,travelers,16,,,
Travelers 2.0,travelers 2.0,travelers,16,,,
Travelers Auto,travelers auto,travelers,16,,,
TRAVELERS AUTOMOBILE INS CO OF HARTFORD CO,travelers automobile ins co of hartford co,travelers,16,,,
Travelers Cas & Surety Co,travelers cas & surety co,travelers,16,,,
Travelers Cas & Surety Co Of Amer,travelers cas & surety co of amer,travelers,16,,,
Travelers Cas Co Of Ct,travelers cas co of ct,travelers,16,,,
TRAVELERS CAS INS CO OF AMER,travelers cas ins co of amer,travelers,16,,,
Travelers Casualty,travelers casualty,travelers,16,,,
Travelers Casualty & Surety America,travelers casualty & surety america,travelers,16,,,
Travelers Casualty Insurance Company of America,travelers casualty insurance company of america,travelers,16,,,
Travelers Commercial Ins Co,,,,"not mapping, commercial",,
Travelers Companies,travelers companies,travelers,16,,,
Travelers Companies Inc,travelers companies inc,travelers,16,,,
Travelers Cos & Affil,travelers cos & affil,travelers,16,,,
Travelers Grp,travelers grp,travelers,16,,,
Travelers Grp,travelers grp,travelers,16,,,
Travelers Home & Marine Ins Co,travelers home & marine ins co,travelers,16,,,
Travelers Home & Marine Insurance Company - Compan,travelers home & marine insurance company - compan,travelers,16,,,
Travelers Home and Marine Insurance Company,travelers home and marine insurance company,travelers,16,,,
Travelers Ind Co,travelers ind co,travelers,16,,,
Travelers Ind Co Of Amer,travelers ind co of amer,travelers,16,,,
Travelers Ins Co,travelers ins co,travelers,16,,,
Travelers Insurance,travelers insurance,travelers,16,,,
Travelers Insurance (Peak),travelers insurance (peak),travelers,16,,,
Travelers Insurance Co,travelers insurance co,travelers,16,,,
Travelers Insurance Companies Inc,travelers insurance companies inc,travelers,16,,,
Travelers Insurance Company,travelers insurance company,travelers,16,,,
Travelers Insurance Group,travelers insurance group,travelers,16,,,
TRAVELERS LLOYDS,travelers lloyds,travelers,16,,,
Travelers Lloyds Of TX Ins Co,travelers lloyds of tx ins co,travelers,16,,,
TRAVELERS PERSONAL,travelers personal,travelers,16,,,
TRAVELERS PERSONAL AUTO,travelers personal auto,travelers,16,,,
Travelers Personal Ins Co,travelers personal ins co,travelers,16,,,
Travelers Lloyds of Texas Insurance Company,travelers lloyds of texas insurance company,travelers,16,,,
TRAVELERS PERSONAL INSURANCE COMPANY,travelers personal insurance company,travelers,16,,,
Travelers Personal Security Ins Co,travelers personal security ins co,travelers,16,,,
Travelers Personal Security Insurance Company,travelers personal security insurance company,travelers,16,,,
TRAVELERS PERSONAL UMBRELLA,travelers personal umbrella,travelers,16,,,
TRAVELERS PHOENIX INS CO,travelers phoenix ins co,travelers,16,,,
Travelers Prop Cas Co Of Amer,travelers prop cas co of amer,travelers,16,,,
Travelers Prop Cas Ins Co,travelers prop cas ins co,travelers,16,,,
Travelers Property & Casualty,travelers property & casualty,travelers,16,,,
TRAVELERS PROPERTY CASUAL,travelers property casual,travelers,16,,,
Travelers Property Casualty Company of America,travelers property casualty company of america,travelers,16,,,
Travelers Property Casualty Select Accounts,travelers property casualty select accounts,travelers,16,,,
Travelers Quantum 2,travelers quantum 2,travelers,16,,,
Travelers RTR,travelers rtr,travelers,16,,,
TRAVELERS STANDARD FIRE INS CO,travelers standard fire ins co,travelers,16,,,
Travelers- Umbrella,travelers- umbrella,travelers,16,,,
Trexis,trexis,trexis,578,,,
Trexis Insurance,trexis insurance,trexis,578,,,
Trexis Insurance Company,trexis insurance company,trexis,578,,,
Trexis Insurance Corp,trexis insurance corp,trexis,578,,,
Trisura Specialty Insurance Company,,,,not mapping yet,https://www.woodlandsinsurance.comm,TRUE
TRUSTGARD INS CO,trustgard ins co,grange,59,,,
"TWIMG, LLC","twimg, llc",lighthouse,98,,,
Typ Tap Insurance,typ tap insurance,typtap,505,,,
Typ-Tap,typ-tap,typtap,505,,,
TypTap,typtap,typtap,505,,,
TypTap Insurance,typtap insurance,typtap,505,,,
TypTap Insurance Company,typtap insurance company,typtap,505,,,
Union Mutual,union mutual,unionmutual,566,,,
Union Mutual Insurance Company,union mutual insurance company,unionmutual,566,,,
Union Mutual of Vermont,union mutual of vermont,unionmutual,566,,,
Union Mutual of Vermont Insurance Company,union mutual of vermont insurance company,unionmutual,566,,,
Union Standard,union standard,unionstandard,655,,,
UNITE PROPERTY & CASUALTY,unite property & casualty,upc,606,,,
United Automobile Insurance Group,united automobile insurance group,unitedautomobile,120,,,
United Fire & Casualty,united fire & casualty,unitedfire,570,,,
United Fire Group,united fire group,unitedfire,570,,,
"United Fire Group, Inc.","united fire group, inc.",unitedfire,717,,,
United Fire Insurance,united fire insurance,unitedfire,570,,,
UNITED HERITAGE,united heritage,unitedheritage,569,,,
United Heritage Mutual Holding Company,united heritage mutual holding company,unitedheritage,569,,,
UNITED HERITAGE PROP & CAS CO,united heritage prop & cas co,unitedheritage,569,,,
United Heritage Property & Casualty Co.,united heritage property & casualty co.,unitedheritage,569,,,
United Heritage Property & Casualty Company,united heritage property & casualty company,unitedheritage,569,,,
United Home,united home,unitedhome,609,,,
United Home Ins Co,united home ins co,unitedhome,609,,,
United Home Insurance,united home insurance,unitedhome,609,,,
United Home Insurance Company,united home insurance company,unitedhome,609,,,
UNITED INS CO,united ins co,united,609,,,
United Ins Co.,united ins co.,united,67,,,
United Insurance,united insurance,united,67,,,
United P&C Insurance,united p&c insurance,upc,606,,,
United Prop & Cas Ins Co,united prop & cas ins co,upc,606,,,
United Property & Casualty,united property & casualty,upc,606,,,
United Property & Casualty - UPC Insurance,united property & casualty - upc insurance,upc,606,,,
United Property & Casualty Insurance Company (upc),united property & casualty insurance company (upc),upc,606,,,
United Property and Casualty,united property and casualty,upc,606,,,
United States Liability Ins. Company,united states liability ins. company,usli,542,,,
United States Liability Insurance Group,united states liability insurance group,usli,542,,,
Unitrin Auto & Home Ins Co,unitrin auto & home ins co,kemper,22,,,
Unitrin Auto & Home Ins Co (Kemper Preferred),unitrin auto & home ins co (kemper preferred),kemper,22,,,
Unitrin Auto Home,unitrin auto home,kemper,22,,,
Unitrin Safeguard,unitrin safeguard,kemper,22,,,
Unitrin Safeguard Ins Co,unitrin safeguard ins co,kemper,22,,,
Unitrin Safeguard Insurance Co,unitrin safeguard insurance co,kemper,22,,,
Unitrin Specialty,unitrin specialty,kemper,22,,,
Universal Insurance,universal insurance,universal,27,,,
Universal Insurance Co of North America,universal insurance co of north america,arrowhead,551,,,
Universal Insurance Company,universal insurance company,universal,27,,,
Universal North America,universal north america,universalna,612,,,
Universal P&C Ins Co,universal p&c ins co,universal,27,,,
Universal Prop & Cas Ins,universal prop & cas ins,universal,27,,,
Universal Property & Casualty,universal property & casualty,universal,27,,,
Universal Property & Casualty Ins Co,universal property & casualty ins co,universal,27,,,
Universal Property & Casualty Ins Co c/o Universal Risk Advisors,universal property & casualty ins co c/o universal risk advisors,universal,27,,,
Universal Property & Casualty Insurance Company,universal property & casualty insurance company,universal,27,,,
Universal Property and Casualty,universal property and casualty,universal,27,,,
UPC,upc,upc,606,,,
UPC - United P&C Insurance,upc - united p&c insurance,upc,606,,,
UPC Insurance,upc insurance,upc,147,,,
UPLAND MUT INS INC,upland mut ins inc,uplandmut,751,,,
US Assure,,,,not mapping,https://usassure.com/,
USAA,usaa,usaa,36,,,
USLI,usli,usli,542,,,
Utica,utica,uticafirst,35,,,
Utica First Insurance,utica first insurance,uticafirst,35,,,
Utica Mutual Ins Co,utica mutual ins co,uticafirst,35,,,
Utica Nat'l Ins Co Of Ohio,utica nat'l ins co of ohio,uticafirst,35,,,
Utica Nat'l Insurance Co,utica nat'l insurance co,uticafirst,35,,,
Utica National Ins,utica national ins,uticafirst,35,,,
Utica National Insurance Group,utica national insurance group,uticanational,719,,,
UTICA NATL ASSUR CO,,,,"not mapping, commercial",,
Vacant Express,vacant express,vacantexp,742,,,
Velocity Insurance,velocity insurance,velocityrisk,623,,,
Velocity Insurance Company,velocity insurance company,velocityrisk,623,,,
Velocity Risk Underwriters,velocity risk underwriters,velocityrisk,623,,,
Velocity Risk Underwriters LLC,velocity risk underwriters llc,velocityrisk,623,,,
Vermont Mutual,vermont mutual,vermontmutual,567,,,
Vermont Mutual Group,vermont mutual group,vermontmutual,567,,,
Vermont Mutual Insurance Co.,vermont mutual insurance co.,vermontmutual,567,,,
Viking Ins Co Of Wi,viking ins co of wi,dairyland,58,,,
VIKING INSURANCE COMPANY OF WISCONSIN,viking insurance company of wisconsin,dairyland,58,,,
Virginia Property Insurance Association,virginia property insurance association,vapropins,695,,,
Washington Fair Plan,,,,not mapping,https://www.wafairplan.com/claims/,
Wellington,wellington,wellington,148,,,
WELLINGTON INS CO,wellington ins co,wellington,148,,,
Wellington Insurance,wellington insurance,wellington,148,,,
Wellington Insurance Company,wellington insurance company,wellington,148,,,
"Wellington Risk Insurance Agency, Inc.","wellington risk insurance agency, inc.",wellington,148,,,
Wellington Select,wellington select,wellington,148,,,
West Bend,west bend,westbend,15,,,
West Bend Insurance Co,west bend insurance co,westbend,15,,,
WEST BEND MUT INS CO,west bend mut ins co,westbend,15,,,
West Bend Mutual,west bend mutual,westbend,15,,,
West Bend Mutual Ins. Co.,west bend mutual ins. co.,westbend,15,,,
West Bend Mutual Insurance,west bend mutual insurance,westbend,15,,,
West Bend Mutual insurance Co.,west bend mutual insurance co.,westbend,15,,,
West Bend Mutual Insurance Company,west bend mutual insurance company,westbend,15,,,
Western General Insurance,western general insurance,westerngeneral,133,,,
Western Mutual Insurance,western mutual insurance,westernmutual,109,,,
Western National Ins.,western national ins.,westernnational,79,,,
Western National Insurance,western national insurance,westernnational,79,,,
Western Natl Mut Ins Co,western natl mut ins co,westernnational,79,,,
Western Reserve Group,western reserve group,westernreserve,137,,,
Westfield,westfield,westfield,25,,,
Westfield Insurance,westfield insurance,westfield,25,,,
Westfield Insurance Company,westfield insurance company,westfield,25,,,
Westfield Natl Ins Co,westfield natl ins co,westfield,25,,,
Weston Insurance,weston insurance,weston,577,,,
White Pine Insurance,,,,not mapping,http://www.whitepineins.com/,
White Pine Insurance Co,,,,not mapping,http://www.whitepineins.com/,
Wilson Mutual,wilson mutual,wilsonmutual,676,,,
Windhaven Insurance,windhaven insurance,windhaven,153,,,
Windsor Mount Joy,windsor mount joy,windsormount,728,,,
Wisconsin Insurance Plan,wisconsin insurance plan,wip,677,,,
Wisconsin Mutual,wisconsin mutual,wisconsinmutual,664,,,
Wright Flood,wright flood,wrightflood,537,,,
Wright Nat'l Flood Ins,wright nat'l flood ins,wrightflood,537,,,
Wright National Flood,wright national flood,wrightflood,537,,,
Wright National Flood Ins,wright national flood ins,wrightflood,537,,,
WRIGHT NATIONAL FLOOD INS CO,wright national flood ins co,wrightflood,537,,,
Wright National Flood Ins. Co,wright national flood ins. co,wrightflood,537,,,
Wright National Flood Insurance,wright national flood insurance,wrightflood,537,,,
Wright National Flood Insurance Co,wright national flood insurance co,wrightflood,537,,,
Wright National Flood Insurance Company,wright national flood insurance company,wrightflood,537,,,
Wright National Flood Insurance Company,wright national flood insurance company,wrightflood,537,,,
Wright Natl Flood Ins Co,wright natl flood ins co,wrightflood,537,,,
Wyandot Mutual,wyandot mutual,wyandot,654,,,
Wyandot Mutual Insurance,wyandot mutual insurance,wyandot,654,,,
XL SPECIALTY INSURANCE,xl specialty insurance,axaxl,636,,,
Zurich,zurich,zurich,63,,,
Zurich Insurance,zurich insurance,zurich,63,,,
Zurich North America,zurich north america,zurich,63,,,
,,,,,https://www.abraminterstate.com/,TRUE
,,,,not mapping yet,https://www.poulton.com,TRUE
